,date,포터리,포터리_absolute
703,2020-12-04,1.72948,627.7646389494543
704,2020-12-05,1.74423,633.1185767946472
705,2020-12-06,2.49387,905.2220321350205
706,2020-12-07,1.83868,667.4019279457308
707,2020-12-08,1.70291,618.1202912513675
708,2020-12-09,1.73833,630.97700165657
709,2020-12-10,1.65569,600.9804305700106
710,2020-12-11,1.56715,568.8422843453739
711,2020-12-12,1.32809,482.06856358118085
712,2020-12-13,1.87409,680.2550085625637
713,2020-12-14,1.58191,574.1998519789365
714,2020-12-15,1.36351,494.9252739863834
715,2020-12-16,1.48747,539.9201306162227
716,2020-12-17,1.3399,486.3553436457049
717,2020-12-18,1.30744,474.5730505979106
718,2020-12-19,1.31629,477.7854133050264
719,2020-12-20,1.61142,584.9113574576922
720,2020-12-21,1.70587,619.1947086087757
721,2020-12-22,1.32809,482.06856358118085
722,2020-12-23,1.39007,504.56599189610046
723,2020-12-24,1.17758,427.4366188299942
724,2020-12-25,1.06543,386.72854226467905
725,2020-12-26,1.06838,387.79932983371765
726,2020-12-27,1.26612,459.57476505463086
727,2020-12-28,1.39893,507.7819843915859
728,2020-12-29,1.50813,547.4192733878625
729,2020-12-30,1.09199,396.36926017439606
730,2020-12-31,0.95032,344.9460483419556
731,2021-01-01,0.97689,354.5903960400423
732,2021-01-02,1.2189,442.4349043732739
733,2021-01-03,1.29563,470.2862705333866
734,2021-01-04,1.22775,445.6472670803897
735,2021-01-05,1.35466,491.7129112792676
736,2021-01-06,1.4609,530.275782918136
737,2021-01-07,1.09789,398.5108353124733
738,2021-01-08,0.88244,320.3070448889588
739,2021-01-09,1.0182,369.5850517949524
740,2021-01-10,1.81506,658.8283678166827
741,2021-01-11,1.49632,543.1324933233385
742,2021-01-12,1.34875,489.5677063528207
743,2021-01-13,1.25726,456.35877255914545
744,2021-01-14,1.17758,427.4366188299942
745,2021-01-15,1.10084,399.5816228815119
746,2021-01-16,1.09199,396.36926017439606
747,2021-01-17,2.04527,742.3897258737599
748,2021-01-18,2.2312,809.8783810301491
749,2021-01-19,1.90656,692.0409313987276
750,2021-01-20,1.83277,665.256723019284
751,2021-01-21,2.18693,793.8093079178307
752,2021-01-22,1.86819,678.1134334244865
753,2021-01-23,1.97739,717.750722420763
754,2021-01-24,2.16627,786.3101651461909
755,2021-01-25,1.62323,589.1981375222163
756,2021-01-26,1.39007,504.56599189610046
757,2021-01-27,1.72357,625.6194340230074
758,2021-01-28,1.37236,498.13763669349925
759,2021-01-29,1.75309,636.3345692901328
760,2021-01-30,1.40778,510.9943470987018
761,2021-01-31,1.81211,657.7575802476441
762,2021-02-01,1.64684,597.7680678628948
763,2021-02-02,1.63798,594.5520753674093
764,2021-02-03,1.59667,579.5574196124992
765,2021-02-04,1.5642,567.7714967763353
766,2021-02-05,1.4491,525.9926326419815
767,2021-02-06,1.67045,606.3379982035732
768,2021-02-07,2.19579,797.0253004133162
769,2021-02-08,2.04822,743.4605134427985
770,2021-02-09,1.98624,720.9630851278789
771,2021-02-10,3.91936,1422.6447344363237
772,2021-02-11,3.71867,1349.7985116463717
773,2021-02-12,3.69506,1341.228581305693
774,2021-02-13,4.58932,1665.8260360475456
775,2021-02-14,4.74279,1721.5323981561407
776,2021-02-15,4.35616,1581.1938904214298
777,2021-02-16,4.40338,1598.333751102787
778,2021-02-17,3.73638,1356.226866848973
779,2021-02-18,5.13826,1865.0796388095976
780,2021-02-19,4.34731,1577.981527714314
781,2021-02-20,5.10285,1852.2265581927647
782,2021-02-21,5.28878,1919.7152133491538
783,2021-02-22,4.38568,1591.9090256885552
784,2021-02-23,4.85494,1762.2404747214557
785,2021-02-24,4.27057,1550.126531765832
786,2021-02-25,4.22335,1532.986671084475
787,2021-02-26,3.75999,1364.7967971896514
788,2021-02-27,4.01971,1459.0696607254843
789,2021-02-28,5.215,1892.9346347580797
790,2021-03-01,6.18304,2244.3126680910063
791,2021-03-02,5.13531,1864.0088512405587
792,2021-03-03,4.548,1650.8277505042659
793,2021-03-04,4.70737,1708.675687750938
794,2021-03-05,4.56866,1658.326893275906
795,2021-03-06,5.59277,2030.057149997305
796,2021-03-07,5.26222,1910.0744954394368
797,2021-03-08,5.53374,2008.630509251424
798,2021-03-09,9.4177,3418.4257928592842
799,2021-03-10,6.39848,2322.5128287261514
800,2021-03-11,6.80872,2471.4212668015402
801,2021-03-12,5.12646,1860.796488533443
802,2021-03-13,4.96414,1801.8777637177325
803,2021-03-14,5.19139,1884.3647044174013
804,2021-03-15,5.82888,2115.760083192459
805,2021-03-16,5.03792,1828.6583423088064
806,2021-03-17,4.72508,1715.1040429535394
807,2021-03-18,4.21155,1528.7035208083205
808,2021-03-19,4.19679,1523.3459531747578
809,2021-03-20,4.17613,1515.8468104031178
810,2021-03-21,4.15547,1508.347667631478
811,2021-03-22,4.39748,1596.1921759647096
812,2021-03-23,4.42995,1607.9780988008736
813,2021-03-24,4.48602,1628.3303221893464
814,2021-03-25,4.03152,1463.3564407900085
815,2021-03-26,7.29274,2647.1102834680037
816,2021-03-27,5.40093,1960.423289914469
817,2021-03-28,4.52144,1641.187032594549
818,2021-03-29,5.60458,2034.3439300618293
819,2021-03-30,5.49242,1993.6322237081445
